tipo producto,precio,cantidad,credit card,marca,fecha,categoria,subcategoria
boys',1241.49,3,jcb,XOXO,14/01/2015,clothing shoes & jewelry,shoes
boys',2016.01,10,diners-club-carte-blanche,VERO MODA,08/08/2014,clothing shoes & jewelry,shoes
girls',1790.46,3,jcb,JACHS Manufacturing Co,29/04/2015,clothing shoes & jewelry,shoes
toddler boys',7092.54,4,diners-club-carte-blanche,Mossimo,26/09/2014,clothing shoes & jewelry,shoes
toddler boys',9951.36,11,jcb,Mossimo Supply Co,25/08/2014,clothing shoes & jewelry,shoes
boys',7709.13,4,mastercard,XOXO,20/04/2015,clothing shoes & jewelry,shoes
women's,9671,18,diners-club-carte-blanche,Batman,28/04/2015,clothing shoes & jewelry,shoes
women's,9011.68,4,maestro,Lilly Pulitzer for Target,09/10/2014,clothing shoes & jewelry,shoes
girls',5726.72,12,jcb,Dickies,17/11/2014,clothing shoes & jewelry,shoes
baby,6099.19,16,jcb,Cherokee,02/05/2015,clothing shoes & jewelry,shoes
toddler boys',3288.43,8,mastercard,Lily Star,28/09/2014,clothing shoes & jewelry,shoes
women's,5817.82,14,jcb,Corona,02/10/2014,clothing shoes & jewelry,shoes
boys',321.53,13,jcb,Cherokee,01/06/2014,clothing shoes & jewelry,shoes
toddler girls',9056.55,15,switch,Batman,31/10/2014,clothing shoes & jewelry,shoes
men's,2782.99,19,jcb,JACHS Manufacturing Co,12/11/2014,clothing shoes & jewelry,shoes
men's,3751.68,2,jcb,C9 Champion,26/07/2014,clothing shoes & jewelry,shoes
women's,8261.11,6,jcb,JACHS Manufacturing Co,17/01/2015,clothing shoes & jewelry,shoes
toddler girls',6317.63,6,maestro,No Retreat,04/01/2015,clothing shoes & jewelry,shoes
toddler boys',174.91,16,diners-club-enroute,Mossimo Supply Co.,17/06/2014,clothing shoes & jewelry,shoes
boys',6364.74,14,jcb,ISANI for Target,26/02/2015,clothing shoes & jewelry,shoes
women's,102.56,4,jcb,Ambar,09/10/2014,clothing shoes & jewelry,shoes
women's,4231.89,13,jcb,Star Wars,21/02/2015,clothing shoes & jewelry,shoes
toddler boys',7091.03,4,jcb,Lilly Pulitzer for Target,27/06/2014,clothing shoes & jewelry,shoes
baby,4110.39,2,jcb,C9 Champion,27/03/2015,clothing shoes & jewelry,shoes
toddler girls',9281.77,11,mastercard,Lilly Pulitzer for Target,22/08/2014,clothing shoes & jewelry,shoes
boys',1843.27,6,jcb,Xhilaration,28/06/2014,clothing shoes & jewelry,shoes
toddler girls',1724.92,20,diners-club-us-ca,Corona,12/09/2014,clothing shoes & jewelry,shoes
toddler boys',3697.4,10,diners-club-enroute,XOXO,08/08/2014,clothing shoes & jewelry,shoes
toddler girls',4256.86,13,jcb,Corona,09/12/2014,clothing shoes & jewelry,shoes
toddler girls',2735.23,2,jcb,DC Comics,30/04/2015,clothing shoes & jewelry,shoes
men's,9050.05,19,jcb,JACHS Manufacturing Co,09/06/2014,clothing shoes & jewelry,shoes
boys',5991.09,7,instapayment,Olde School,10/11/2014,clothing shoes & jewelry,shoes
boys',4327.44,7,jcb,Star Wars,13/12/2014,clothing shoes & jewelry,shoes
women's,2034.42,3,jcb,Vanilla Star,17/02/2015,clothing shoes & jewelry,shoes
baby,3104.85,8,mastercard,Ambar,27/01/2015,clothing shoes & jewelry,shoes
toddler girls',9689.16,3,diners-club-international,Harper and Zoe,29/10/2014,clothing shoes & jewelry,shoes
baby,4791.86,5,mastercard,Mossimo Supply Co.,05/08/2014,clothing shoes & jewelry,shoes
baby,2033.67,16,diners-club-carte-blanche,Vanilla Star,09/01/2015,clothing shoes & jewelry,shoes
boys',5555.29,4,visa-electron,Mossimo,07/12/2014,clothing shoes & jewelry,shoes
men's,9409.55,19,jcb,Vanilla Star,19/03/2015,clothing shoes & jewelry,shoes
toddler boys',2054.28,19,maestro,No Retreat,08/10/2014,clothing shoes & jewelry,shoes
girls',1848.4,18,jcb,Denizen from Levi's,27/05/2014,clothing shoes & jewelry,shoes
baby,9205.69,11,diners-club-enroute,Wrangler,29/01/2015,clothing shoes & jewelry,shoes
baby,6826.75,14,mastercard,Mossimo,27/05/2014,clothing shoes & jewelry,shoes
toddler girls',5301.82,8,switch,Jeffrey Max,30/05/2014,clothing shoes & jewelry,shoes
women's,8486.31,12,switch,C9 Champion,17/04/2015,clothing shoes & jewelry,shoes
toddler girls',9610.96,20,jcb,DC Comics,19/03/2015,clothing shoes & jewelry,shoes
toddler girls',6575.09,18,jcb,Jeffrey Max,16/04/2015,clothing shoes & jewelry,shoes
men's,2868.6,1,mastercard,No Retreat,14/05/2015,clothing shoes & jewelry,shoes
toddler boys',8330.63,1,jcb,Mossimo,14/10/2014,clothing shoes & jewelry,shoes
boys',5244.77,14,diners-club-us-ca,Cherokee,17/06/2014,clothing shoes & jewelry,shoes
men's,5137.87,4,instapayment,Halo,02/04/2015,clothing shoes & jewelry,shoes
boys',6167.66,14,americanexpress,Xhilaration,26/07/2014,clothing shoes & jewelry,shoes
men's,1240.73,7,jcb,Xhilaration,17/11/2014,clothing shoes & jewelry,shoes
toddler boys',3692.25,13,jcb,Mossimo,10/11/2014,clothing shoes & jewelry,shoes
boys',6688.57,14,jcb,Wrangler,01/02/2015,clothing shoes & jewelry,shoes
baby,7820.09,2,mastercard,Mossimo,18/12/2014,clothing shoes & jewelry,shoes
men's,7939.08,7,china-unionpay,Mossimo,07/05/2015,clothing shoes & jewelry,shoes
toddler boys',6620.7,18,jcb,Olde School,29/09/2014,clothing shoes & jewelry,shoes
women's,6417.07,7,laser,Tevolio,24/01/2015,clothing shoes & jewelry,shoes
men's,118.15,11,jcb,Tevolio,20/12/2014,clothing shoes & jewelry,shoes
baby,5861.94,2,diners-club-enroute,No Retreat,14/06/2014,clothing shoes & jewelry,shoes
toddler girls',5874.02,5,visa,Ambar,01/02/2015,clothing shoes & jewelry,shoes
women's,5780.67,15,visa-electron,Merona,11/03/2015,clothing shoes & jewelry,shoes
baby,3561.18,11,maestro,No Retreat,14/04/2015,clothing shoes & jewelry,shoes
girls',1297.33,7,maestro,Harper and Zoe,31/12/2014,clothing shoes & jewelry,shoes
toddler boys',1988.11,6,china-unionpay,Corona,06/10/2014,clothing shoes & jewelry,shoes
men's,8676.81,11,visa-electron,ISANI for Target,31/01/2015,clothing shoes & jewelry,shoes
men's,403.8,4,switch,Halo,31/12/2014,clothing shoes & jewelry,shoes
toddler boys',2805.96,2,laser,Wrangler,27/03/2015,clothing shoes & jewelry,shoes
toddler boys',8488.68,17,jcb,DC Comics,29/05/2014,clothing shoes & jewelry,shoes
girls',672.83,12,jcb,XOXO,17/02/2015,clothing shoes & jewelry,shoes
boys',2196.2,15,visa-electron,Mossimo,18/11/2014,clothing shoes & jewelry,shoes
women's,2155.67,8,jcb,Lily Star,29/01/2015,clothing shoes & jewelry,shoes
baby,2979.76,10,mastercard,JACHS Manufacturing Co,30/09/2014,clothing shoes & jewelry,shoes
toddler boys',2582.69,5,mastercard,Lilly Pulitzer for Target,13/01/2015,clothing shoes & jewelry,shoes
baby,3173.9,9,jcb,JACHS Manufacturing Co,26/11/2014,clothing shoes & jewelry,shoes
boys',1171.35,2,diners-club-enroute,Cherokee,10/07/2014,clothing shoes & jewelry,shoes
men's,9672.87,15,visa-electron,Olde School,17/07/2014,clothing shoes & jewelry,shoes
boys',9673.66,17,switch,Mossimo Supply Co,03/01/2015,clothing shoes & jewelry,shoes
girls',8895.93,9,jcb,Ambar,24/06/2014,clothing shoes & jewelry,shoes
toddler girls',500.47,5,jcb,XOXO,13/11/2014,clothing shoes & jewelry,shoes
women's,9526.77,7,instapayment,Xhilaration,14/07/2014,clothing shoes & jewelry,shoes
toddler girls',2411.14,6,jcb,Harper and Zoe,10/09/2014,clothing shoes & jewelry,shoes
men's,2481.98,15,visa-electron,Tevolio,26/08/2014,clothing shoes & jewelry,shoes
toddler boys',7937.35,1,visa-electron,Denizen from Levi's,02/07/2014,clothing shoes & jewelry,shoes
toddler girls',7548.92,1,jcb,Mossimo Supply Co.,26/03/2015,clothing shoes & jewelry,shoes
baby,3096.37,4,diners-club-enroute,Dickies,25/08/2014,clothing shoes & jewelry,shoes
men's,2672.5,12,bankcard,Corona,29/09/2014,clothing shoes & jewelry,shoes
women's,9754.07,10,jcb,Corona,30/10/2014,clothing shoes & jewelry,shoes
women's,2497.57,3,jcb,Lily Star,27/06/2014,clothing shoes & jewelry,shoes
toddler boys',3911.05,17,laser,Lily Star,01/09/2014,clothing shoes & jewelry,shoes
girls',9495.11,18,jcb,Vanilla Star,30/01/2015,clothing shoes & jewelry,shoes
baby,4012.42,4,bankcard,Jeffrey Max,04/12/2014,clothing shoes & jewelry,shoes
women's,4613.36,7,diners-club-carte-blanche,Mossimo,08/02/2015,clothing shoes & jewelry,shoes
girls',7809.41,8,china-unionpay,Vanilla Star,04/12/2014,clothing shoes & jewelry,shoes
boys',6130.38,5,jcb,Mossimo Supply Co.,08/02/2015,clothing shoes & jewelry,shoes
girls',5604.14,2,diners-club-carte-blanche,Harper and Zoe,17/09/2014,clothing shoes & jewelry,shoes
toddler boys',6874.2,12,laser,Mossimo,14/05/2015,clothing shoes & jewelry,shoes
women's,8184.28,20,americanexpress,No Retreat,09/11/2014,clothing shoes & jewelry,shoes
women's,3535.6,14,jcb,Denizen from Levi's,01/08/2014,clothing shoes & jewelry,shoes
baby,4149.82,4,jcb,Denizen from Levi's,01/05/2015,clothing shoes & jewelry,shoes
men's,9781.12,13,jcb,Wrangler,25/07/2014,clothing shoes & jewelry,shoes
women's,4514.73,12,jcb,Harper and Zoe,13/02/2015,clothing shoes & jewelry,shoes
toddler girls',4382.98,11,diners-club-carte-blanche,Jeffrey Max,20/09/2014,clothing shoes & jewelry,shoes
girls',731.93,12,jcb,Mossimo Supply Co.,31/12/2014,clothing shoes & jewelry,shoes
men's,3609.69,7,jcb,No Retreat,17/11/2014,clothing shoes & jewelry,shoes
boys',7303.27,20,diners-club-enroute,Cherokee,18/12/2014,clothing shoes & jewelry,shoes
toddler boys',7461.51,12,jcb,Lily Star,18/02/2015,clothing shoes & jewelry,shoes
boys',5737.77,5,jcb,VERO MODA,23/09/2014,clothing shoes & jewelry,shoes
baby,752.61,7,americanexpress,Tevolio,09/07/2014,clothing shoes & jewelry,shoes
baby,8125.04,10,jcb,Denizen from Levi's,24/05/2014,clothing shoes & jewelry,shoes
toddler boys',5040.5,17,mastercard,Tevolio,19/07/2014,clothing shoes & jewelry,shoes
women's,8226.23,3,solo,VERO MODA,09/06/2014,clothing shoes & jewelry,shoes
girls',2065.36,18,diners-club-us-ca,Lilly Pulitzer for Target,15/03/2015,clothing shoes & jewelry,shoes
toddler girls',4887.64,12,instapayment,JACHS Manufacturing Co,30/09/2014,clothing shoes & jewelry,shoes
men's,5952.78,2,mastercard,Ambar,26/03/2015,clothing shoes & jewelry,shoes
women's,2222.88,16,jcb,C9 Champion,19/04/2015,clothing shoes & jewelry,shoes
women's,3897.58,3,switch,DC Comics,27/03/2015,clothing shoes & jewelry,shoes
boys',9890.16,4,jcb,Harper and Zoe,01/11/2014,clothing shoes & jewelry,shoes
men's,9020.27,19,laser,DC Comics,15/08/2014,clothing shoes & jewelry,shoes
boys',4862.84,7,jcb,Halo,30/01/2015,clothing shoes & jewelry,shoes
baby,6003.89,10,americanexpress,Harper and Zoe,16/04/2015,clothing shoes & jewelry,shoes
toddler girls',1845.76,16,maestro,Harper and Zoe,06/04/2015,clothing shoes & jewelry,shoes
women's,9856.45,18,jcb,Star Wars,17/08/2014,clothing shoes & jewelry,shoes
boys',3130.79,9,jcb,Harper and Zoe,28/04/2015,clothing shoes & jewelry,shoes
girls',2610.88,11,jcb,Tevolio,24/03/2015,clothing shoes & jewelry,shoes
toddler boys',1103.73,15,jcb,Jeffrey Max,09/05/2015,clothing shoes & jewelry,shoes
girls',2600.78,11,visa,Cherokee,09/03/2015,clothing shoes & jewelry,shoes
toddler girls',7119.73,5,jcb,Dickies,25/05/2014,clothing shoes & jewelry,shoes
toddler girls',1518.74,3,jcb,Mossimo,10/03/2015,clothing shoes & jewelry,shoes
toddler boys',8659.36,12,jcb,C9 Champion,10/08/2014,clothing shoes & jewelry,shoes
toddler girls',6674.63,17,jcb,Batman,07/12/2014,clothing shoes & jewelry,shoes
boys',2995.46,1,americanexpress,Ambar,03/03/2015,clothing shoes & jewelry,shoes
toddler boys',7366.58,11,americanexpress,ISANI for Target,23/11/2014,clothing shoes & jewelry,shoes
boys',259.13,4,jcb,Denizen from Levi's,08/12/2014,clothing shoes & jewelry,shoes
baby,3855.13,11,diners-club-enroute,Dickies,09/11/2014,clothing shoes & jewelry,shoes
baby,1766.39,17,jcb,C9 Champion,07/05/2015,clothing shoes & jewelry,shoes
baby,1128.96,8,jcb,Merona,09/09/2014,clothing shoes & jewelry,shoes
boys',9198.66,20,switch,Star Wars,30/11/2014,clothing shoes & jewelry,shoes
men's,8081.51,13,china-unionpay,Wrangler,16/07/2014,clothing shoes & jewelry,shoes
women's,4013.93,5,visa,Vanilla Star,02/06/2014,clothing shoes & jewelry,shoes
toddler girls',706.31,13,maestro,Cherokee,17/09/2014,clothing shoes & jewelry,shoes
women's,4297.43,6,jcb,Star Wars,24/02/2015,clothing shoes & jewelry,shoes
boys',924.95,19,jcb,Harper and Zoe,23/11/2014,clothing shoes & jewelry,shoes
toddler boys',8683.09,10,switch,Jeffrey Max,31/05/2014,clothing shoes & jewelry,shoes
toddler girls',4995.52,1,americanexpress,Mossimo Supply Co.,06/01/2015,clothing shoes & jewelry,shoes
baby,4231.89,4,instapayment,Merona,24/11/2014,clothing shoes & jewelry,shoes
toddler boys',1806.79,8,jcb,XOXO,01/09/2014,clothing shoes & jewelry,shoes
girls',3914.34,20,jcb,Mossimo,21/06/2014,clothing shoes & jewelry,shoes
girls',3431.44,14,bankcard,Star Wars,09/05/2015,clothing shoes & jewelry,shoes
toddler girls',9417.97,17,diners-club-enroute,Xhilaration,10/05/2015,clothing shoes & jewelry,shoes
toddler boys',7328.75,8,switch,Corona,13/07/2014,clothing shoes & jewelry,shoes
toddler boys',7865.03,7,maestro,Denizen from Levi's,29/11/2014,clothing shoes & jewelry,shoes
toddler girls',1329.31,10,jcb,Mossimo Supply Co.,03/02/2015,clothing shoes & jewelry,shoes
girls',3356.38,3,jcb,Harper and Zoe,29/04/2015,clothing shoes & jewelry,shoes
toddler boys',8154.07,3,jcb,Wrangler,28/06/2014,clothing shoes & jewelry,shoes
women's,4561.83,9,jcb,Mossimo,16/05/2015,clothing shoes & jewelry,shoes
boys',2679.2,20,jcb,Mossimo,06/08/2014,clothing shoes & jewelry,shoes
boys',7786.8,20,maestro,Vanilla Star,30/08/2014,clothing shoes & jewelry,shoes
toddler girls',9570.75,12,jcb,Xhilaration,13/12/2014,clothing shoes & jewelry,shoes
toddler girls',1266.99,8,maestro,Denizen from Levi's,06/08/2014,clothing shoes & jewelry,shoes
women's,602.2,14,china-unionpay,DC Comics,26/05/2014,clothing shoes & jewelry,shoes
women's,7262.43,11,maestro,Cherokee,15/05/2015,clothing shoes & jewelry,shoes
women's,6412.15,1,maestro,XOXO,13/12/2014,clothing shoes & jewelry,shoes
men's,7933.52,14,jcb,Lily Star,10/03/2015,clothing shoes & jewelry,shoes
baby,2274.7,19,jcb,Wrangler,16/02/2015,clothing shoes & jewelry,shoes
women's,3943.94,18,jcb,Cherokee,20/10/2014,clothing shoes & jewelry,shoes
boys',608.91,7,diners-club-international,Cherokee,25/01/2015,clothing shoes & jewelry,shoes
women's,4995.7,10,jcb,Tevolio,25/06/2014,clothing shoes & jewelry,shoes
baby,2484.4,17,jcb,Mossimo Supply Co.,22/10/2014,clothing shoes & jewelry,shoes
toddler girls',6374.7,13,jcb,Mossimo,14/12/2014,clothing shoes & jewelry,shoes
men's,6580.49,17,china-unionpay,Batman,16/09/2014,clothing shoes & jewelry,shoes
women's,5284.43,18,mastercard,Merona,26/01/2015,clothing shoes & jewelry,shoes
women's,2567.19,15,jcb,Wrangler,04/05/2015,clothing shoes & jewelry,shoes
girls',1432.33,9,jcb,Xhilaration,30/03/2015,clothing shoes & jewelry,shoes
women's,8614.01,12,switch,Halo,31/08/2014,clothing shoes & jewelry,shoes
toddler boys',7867.97,17,diners-club-international,Mossimo,25/10/2014,clothing shoes & jewelry,shoes
girls',5011.89,20,visa-electron,XOXO,08/08/2014,clothing shoes & jewelry,shoes
women's,4.33,6,bankcard,Xhilaration,25/08/2014,clothing shoes & jewelry,shoes
men's,484.81,3,jcb,Cherokee,19/10/2014,clothing shoes & jewelry,shoes
men's,4038.82,1,mastercard,Halo,01/07/2014,clothing shoes & jewelry,shoes
boys',4069.51,8,switch,Mossimo Supply Co.,25/05/2014,clothing shoes & jewelry,shoes
toddler boys',1569.96,10,mastercard,C9 Champion,02/04/2015,clothing shoes & jewelry,shoes
girls',1180.72,6,jcb,Cherokee,25/11/2014,clothing shoes & jewelry,shoes
boys',957.89,12,jcb,Star Wars,09/11/2014,clothing shoes & jewelry,shoes
boys',5897.26,3,visa-electron,Dickies,07/03/2015,clothing shoes & jewelry,shoes
toddler boys',7145.33,5,jcb,VERO MODA,15/07/2014,clothing shoes & jewelry,shoes
toddler boys',4923.46,6,jcb,Mossimo,09/12/2014,clothing shoes & jewelry,shoes
boys',7428.38,1,americanexpress,Mossimo Supply Co,15/10/2014,clothing shoes & jewelry,shoes
women's,3386.13,8,jcb,Olde School,14/02/2015,clothing shoes & jewelry,shoes
men's,38,20,diners-club-enroute,Dickies,13/06/2014,clothing shoes & jewelry,shoes
toddler girls',7002.56,8,mastercard,Dickies,10/11/2014,clothing shoes & jewelry,shoes
women's,9925.2,6,bankcard,Ambar,13/01/2015,clothing shoes & jewelry,shoes
toddler girls',6420.35,4,mastercard,DC Comics,04/02/2015,clothing shoes & jewelry,shoes
women's,6161.13,19,switch,Mossimo Supply Co.,21/11/2014,clothing shoes & jewelry,shoes
baby,4508.83,6,diners-club-international,Mossimo Supply Co.,02/11/2014,clothing shoes & jewelry,shoes
girls',5386.86,3,diners-club-carte-blanche,Batman,25/11/2014,clothing shoes & jewelry,shoes
girls',8603.98,2,jcb,Lily Star,25/11/2014,clothing shoes & jewelry,shoes
toddler boys',9463.23,3,switch,Dickies,03/07/2014,clothing shoes & jewelry,shoes
toddler boys',5512.61,8,china-unionpay,Batman,03/06/2014,clothing shoes & jewelry,shoes
toddler boys',8532.35,13,jcb,Cherokee,26/09/2014,clothing shoes & jewelry,shoes
toddler boys',4264.99,15,jcb,Mossimo,09/07/2014,clothing shoes & jewelry,shoes
girls',9275.21,14,jcb,ISANI for Target,24/11/2014,clothing shoes & jewelry,shoes
women's,31.92,15,jcb,ISANI for Target,05/10/2014,clothing shoes & jewelry,shoes
men's,9630.53,2,solo,Wrangler,01/09/2014,clothing shoes & jewelry,shoes
girls',9444.23,19,switch,Lily Star,05/09/2014,clothing shoes & jewelry,shoes
girls',3982.53,20,bankcard,VERO MODA,17/05/2015,clothing shoes & jewelry,shoes
toddler girls',9964.14,8,mastercard,XOXO,20/12/2014,clothing shoes & jewelry,shoes
toddler girls',548.03,3,jcb,Cherokee,05/05/2015,clothing shoes & jewelry,shoes
girls',1112.58,6,maestro,Corona,30/06/2014,clothing shoes & jewelry,shoes
toddler boys',5775.42,11,maestro,Ambar,18/08/2014,clothing shoes & jewelry,shoes
toddler boys',3559.62,6,mastercard,JACHS Manufacturing Co,22/01/2015,clothing shoes & jewelry,shoes
women's,7356.95,16,maestro,Mossimo Supply Co,01/04/2015,clothing shoes & jewelry,shoes
toddler boys',3520.22,10,mastercard,Cherokee,15/08/2014,clothing shoes & jewelry,shoes
baby,1393.07,4,jcb,Star Wars,08/03/2015,clothing shoes & jewelry,shoes
toddler boys',4990.44,16,jcb,Denizen from Levi's,21/09/2014,clothing shoes & jewelry,shoes
toddler boys',5575.02,11,jcb,XOXO,18/07/2014,clothing shoes & jewelry,shoes
toddler boys',2703.87,15,mastercard,Lily Star,17/03/2015,clothing shoes & jewelry,shoes
men's,7900.08,7,americanexpress,C9 Champion,02/12/2014,clothing shoes & jewelry,shoes
baby,1287.86,19,mastercard,Lily Star,11/08/2014,clothing shoes & jewelry,shoes
women's,5524.17,9,jcb,No Retreat,07/02/2015,clothing shoes & jewelry,shoes
toddler boys',6333.31,17,maestro,Corona,29/11/2014,clothing shoes & jewelry,shoes
toddler boys',4546.38,12,jcb,Ambar,25/06/2014,clothing shoes & jewelry,shoes
men's,6491.75,19,jcb,C9 Champion,18/07/2014,clothing shoes & jewelry,shoes
toddler girls',482.09,8,visa-electron,Harper and Zoe,17/08/2014,clothing shoes & jewelry,shoes
boys',4054.06,3,switch,Dickies,17/11/2014,clothing shoes & jewelry,shoes
girls',4703.47,3,diners-club-enroute,VERO MODA,08/02/2015,clothing shoes & jewelry,shoes
women's,6751.98,2,jcb,Batman,28/08/2014,clothing shoes & jewelry,shoes
men's,2194.14,8,jcb,JACHS Manufacturing Co,07/01/2015,clothing shoes & jewelry,shoes
toddler girls',3639.75,3,americanexpress,Harper and Zoe,11/07/2014,clothing shoes & jewelry,shoes
women's,2846.18,15,jcb,Mossimo,22/02/2015,clothing shoes & jewelry,shoes
toddler boys',6565.88,13,americanexpress,Lilly Pulitzer for Target,25/10/2014,clothing shoes & jewelry,shoes
baby,7334.73,19,jcb,Merona,05/02/2015,clothing shoes & jewelry,shoes
toddler girls',2740.05,8,china-unionpay,Mossimo,19/05/2014,clothing shoes & jewelry,shoes
girls',8316.6,15,jcb,Corona,16/05/2015,clothing shoes & jewelry,shoes
boys',7411.25,17,diners-club-enroute,Denizen from Levi's,11/10/2014,clothing shoes & jewelry,shoes
men's,9968.89,19,jcb,Batman,24/05/2014,clothing shoes & jewelry,shoes
women's,1668.33,18,jcb,Mossimo Supply Co.,15/02/2015,clothing shoes & jewelry,shoes
girls',8805.3,3,diners-club-us-ca,JACHS Manufacturing Co,14/07/2014,clothing shoes & jewelry,shoes
